time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528310705.0	0.0	54.0	51.0	50.0	54.0	47.0	45.0	1400000000.0	1600000000.0	
1528310705.05	3.989	53.0	49.0	50.0	53.0	47.0	45.0	1400000000.0	1000000000.0	
1528310705.1	3.989	52.0	49.0	50.0	52.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.15	3.989	52.0	48.0	49.0	52.0	47.0	45.0	1400000000.0	600000000.0	
1528310705.2	3.989	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1400000000.0	
1528310705.25	3.989	51.0	50.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.3	3.389	52.0	48.0	49.0	52.0	47.0	45.0	1400000000.0	1600000000.0	
1528310705.35	3.389	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1600000000.0	
1528310705.4	3.389	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1800000000.0	
1528310705.45	3.389	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1800000000.0	
1528310705.5	3.389	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1800000000.0	
1528310705.55	3.389	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	1400000000.0	
1528310705.6	3.263	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	1400000000.0	
1528310705.65	3.263	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	1600000000.0	
1528310705.7	3.263	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	1800000000.0	
1528310705.75	3.263	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.8	3.263	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.85	3.023	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.9	3.023	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310705.95	3.023	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.0	3.023	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.05	3.023	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.1	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1400000000.0	
1528310706.15	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.2	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.25	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.3	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.35	3.408	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.4	3.397	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.45	3.397	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.5	3.397	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.55	3.397	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.6	3.657	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.65	3.657	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1600000000.0	
1528310706.7	3.657	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1600000000.0	
1528310706.75	3.657	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	800000000.0	
1528310706.8	3.657	51.0	48.0	48.0	51.0	47.0	45.0	1400000000.0	200000000.0	
1528310706.85	3.657	52.0	48.0	49.0	52.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.9	3.218	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	2000000000.0	
1528310706.95	3.218	51.0	48.0	49.0	51.0	47.0	45.0	1400000000.0	1600000000.0	
