time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528262934.8	0.0	46.0	44.0	42.0	46.0	40.0	38.0	1400000000.0	2000000000.0	
1528262934.85	2.874	45.0	41.0	42.0	45.0	40.0	38.0	1400000000.0	2000000000.0	
1528262934.9	2.874	45.0	41.0	42.0	45.0	40.0	38.0	1400000000.0	1800000000.0	
1528262934.95	3.71	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1400000000.0	
1528262935.01	3.71	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	400000000.0	
1528262935.06	3.71	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.11	3.71	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.16	3.71	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.21	2.943	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	1200000000.0	
1528262935.26	2.943	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.31	2.943	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.36	2.943	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.41	2.943	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.46	2.943	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.51	3.115	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.56	3.115	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	1200000000.0	
1528262935.61	3.115	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.66	3.115	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.71	3.115	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.76	3.015	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1800000000.0	
1528262935.81	3.015	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	2000000000.0	
1528262935.86	3.015	44.0	40.0	42.0	44.0	40.0	38.0	1400000000.0	1600000000.0	
1528262935.91	3.015	44.0	40.0	41.0	44.0	40.0	38.0	1400000000.0	800000000.0	
