time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528316989.14	0.0	45.0	42.0	42.0	45.0	44.0	41.0	200000000.0	1000000000.0	
1528316989.19	2.733	45.0	42.0	42.0	45.0	44.0	41.0	200000000.0	1000000000.0	
1528316989.24	2.733	45.0	42.0	42.0	45.0	44.0	41.0	200000000.0	1400000000.0	
1528316989.29	2.733	45.0	42.0	42.0	45.0	44.0	41.0	200000000.0	200000000.0	
1528316989.34	2.733	45.0	42.0	41.0	45.0	44.0	41.0	200000000.0	600000000.0	
1528316989.39	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316989.44	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316989.49	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316989.54	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316989.59	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316989.64	2.741	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316989.69	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316989.74	2.561	44.0	42.0	41.0	44.0	43.0	41.0	200000000.0	200000000.0	
1528316989.79	2.561	44.0	42.0	41.0	44.0	43.0	41.0	200000000.0	200000000.0	
1528316989.84	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316989.89	2.561	44.0	42.0	41.0	44.0	43.0	41.0	200000000.0	200000000.0	
1528316989.94	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316989.99	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316990.04	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316990.09	2.561	44.0	42.0	41.0	44.0	43.0	41.0	200000000.0	600000000.0	
1528316990.14	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528316990.19	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	600000000.0	
1528316990.24	2.55	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	800000000.0	
1528316990.29	2.55	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	1400000000.0	
