time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528312344.75	0.0	51.0	51.0	48.0	51.0	45.0	43.0	400000000.0	2000000000.0	
1528312344.8	2.473	50.0	47.0	47.0	50.0	45.0	43.0	400000000.0	300000000.0	
1528312344.85	3.485	50.0	46.0	47.0	50.0	45.0	43.0	200000000.0	300000000.0	
1528312344.9	3.485	49.0	46.0	46.0	49.0	45.0	43.0	300000000.0	300000000.0	
1528312344.95	3.485	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312345.0	3.485	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	400000000.0	
1528312345.05	3.485	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	400000000.0	
1528312345.1	2.523	49.0	45.0	46.0	49.0	45.0	43.0	300000000.0	2000000000.0	
1528312345.15	2.523	49.0	46.0	47.0	49.0	45.0	43.0	300000000.0	1100000000.0	
1528312345.2	2.523	49.0	45.0	46.0	49.0	45.0	43.0	300000000.0	1100000000.0	
1528312345.25	2.523	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	400000000.0	
1528312345.3	2.523	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312345.35	2.523	49.0	45.0	46.0	49.0	45.0	43.0	700000000.0	500000000.0	
1528312345.4	2.798	49.0	45.0	46.0	49.0	45.0	43.0	700000000.0	400000000.0	
1528312345.45	2.798	49.0	45.0	46.0	49.0	45.0	43.0	700000000.0	300000000.0	
1528312345.5	2.798	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	900000000.0	
1528312345.55	2.798	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312345.6	2.798	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	600000000.0	
1528312345.65	2.576	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	500000000.0	
1528312345.7	2.576	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	500000000.0	
1528312345.75	2.576	49.0	45.0	45.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312345.8	2.576	49.0	45.0	45.0	49.0	45.0	43.0	200000000.0	400000000.0	
1528312345.85	2.576	49.0	45.0	45.0	49.0	44.0	43.0	200000000.0	300000000.0	
1528312345.9	2.508	48.0	45.0	45.0	48.0	45.0	43.0	200000000.0	300000000.0	
1528312345.95	2.508	48.0	45.0	45.0	48.0	45.0	43.0	200000000.0	300000000.0	
1528312346.0	2.508	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	200000000.0	
1528312346.05	2.508	48.0	45.0	45.0	48.0	45.0	43.0	200000000.0	300000000.0	
1528312346.1	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.15	2.508	48.0	45.0	45.0	48.0	45.0	43.0	200000000.0	400000000.0	
1528312346.2	2.489	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	400000000.0	
1528312346.25	2.489	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.3	2.489	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.35	2.489	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.4	2.489	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.45	2.473	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.5	2.473	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	400000000.0	
1528312346.55	2.473	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	700000000.0	
1528312346.6	2.473	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312346.65	2.473	49.0	45.0	47.0	49.0	45.0	43.0	200000000.0	400000000.0	
1528312346.71	2.473	49.0	45.0	47.0	49.0	45.0	43.0	400000000.0	300000000.0	
1528312346.76	2.729	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312346.81	2.729	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312346.86	2.729	49.0	45.0	46.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312346.91	2.729	49.0	45.0	45.0	49.0	45.0	43.0	200000000.0	300000000.0	
1528312346.96	2.729	48.0	45.0	46.0	48.0	45.0	43.0	200000000.0	300000000.0	
1528312347.01	2.607	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.06	2.607	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.11	2.607	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.16	2.607	48.0	45.0	45.0	48.0	45.0	43.0	200000000.0	300000000.0	
1528312347.21	2.607	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	200000000.0	
1528312347.26	2.512	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	300000000.0	
1528312347.31	2.512	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.36	2.512	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.41	2.512	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.46	2.512	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.51	2.512	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	500000000.0	
1528312347.56	2.515	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.61	2.515	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	400000000.0	
1528312347.66	2.515	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	300000000.0	
1528312347.71	2.515	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	400000000.0	
1528312347.76	2.515	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	300000000.0	
1528312347.81	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.86	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312347.91	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	500000000.0	
1528312347.96	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	300000000.0	
1528312348.01	2.508	48.0	45.0	45.0	48.0	44.0	43.0	200000000.0	500000000.0	
1528312348.06	2.508	48.0	45.0	45.0	48.0	44.0	43.0	300000000.0	300000000.0	
