time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528317837.07	0.0	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.12	2.576	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.17	2.576	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.22	2.576	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.27	2.576	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.32	2.576	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.37	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.42	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.47	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.52	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.57	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.62	2.538	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.67	2.519	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.72	2.519	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317837.77	2.519	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317837.82	2.519	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.87	2.519	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317837.92	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317837.97	2.439	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.02	2.439	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.07	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.12	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.17	2.439	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.22	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.27	2.439	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.32	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.37	2.439	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.42	2.439	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.47	2.42	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.52	2.42	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.57	2.42	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.62	2.42	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.67	2.42	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.72	2.431	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317838.77	2.431	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.82	2.431	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.87	2.431	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.93	2.431	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317838.98	2.431	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.03	2.435	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317839.08	2.435	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317839.13	2.435	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.18	2.435	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.23	2.435	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.28	2.527	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.33	2.527	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.38	2.527	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.43	2.527	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.48	2.527	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.53	2.485	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.58	2.485	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317839.63	2.485	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.68	2.485	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.73	2.485	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.78	2.485	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.83	2.466	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.88	2.466	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.93	2.466	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317839.98	2.466	44.0	42.0	44.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317840.03	2.466	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.08	2.477	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.13	2.477	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.18	2.477	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.23	2.477	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.28	2.477	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.33	2.477	44.0	42.0	43.0	44.0	42.0	42.0	200000000.0	200000000.0	
1528317840.38	2.481	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.43	2.481	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.48	2.481	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.53	2.481	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.58	2.481	45.0	42.0	43.0	45.0	42.0	42.0	200000000.0	200000000.0	
1528317840.63	2.481	45.0	42.0	44.0	45.0	42.0	42.0	200000000.0	200000000.0	
