time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528317859.77	0.0	46.0	43.0	42.0	46.0	43.0	41.0	200000000.0	200000000.0	
1528317859.82	2.699	46.0	43.0	42.0	46.0	43.0	41.0	200000000.0	200000000.0	
1528317859.87	2.699	45.0	43.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317859.92	2.756	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317859.97	2.756	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.02	2.756	45.0	43.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.07	2.756	45.0	43.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.12	2.756	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.17	2.756	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.22	2.561	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.28	2.561	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.33	2.561	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.38	2.561	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.43	2.561	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.48	2.565	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.53	2.565	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.58	2.565	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.63	2.565	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.68	2.565	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.73	2.565	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.78	2.531	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.83	2.531	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.88	2.531	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317860.93	2.531	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317860.98	2.531	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317861.03	2.542	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.08	2.542	46.0	42.0	41.0	46.0	42.0	41.0	200000000.0	200000000.0	
1528317861.13	2.542	46.0	42.0	42.0	46.0	42.0	41.0	200000000.0	200000000.0	
1528317861.18	2.542	46.0	42.0	41.0	46.0	42.0	41.0	200000000.0	200000000.0	
1528317861.23	2.542	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.28	2.542	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.33	2.584	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.38	2.584	45.0	43.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.43	2.584	45.0	43.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.48	2.584	45.0	42.0	42.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317861.53	2.584	46.0	42.0	42.0	46.0	43.0	41.0	200000000.0	200000000.0	
1528317861.58	2.645	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317861.63	2.645	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317861.68	2.645	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.73	2.645	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.78	2.645	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317861.83	2.645	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.88	2.534	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.93	2.534	45.0	42.0	42.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317861.98	2.534	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317862.03	2.534	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317862.08	2.55	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317862.13	2.55	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317862.18	2.55	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
1528317862.23	2.55	45.0	42.0	41.0	45.0	43.0	41.0	200000000.0	200000000.0	
1528317862.29	2.55	45.0	42.0	41.0	45.0	42.0	41.0	200000000.0	200000000.0	
